Listening to port 4567
Connected!!!
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 0.002, Point acc = 0.2, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3737.24, other_car_s : 3771.63
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.7866, sensor_car_s_speed * 0.7 : 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.8792, Point acc = -5.26168, Ref Vel = 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3737.24, other_car_s : 3771.63
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.7866, sensor_car_s_speed * 0.7 : 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.772, Point acc = -5.16906, Ref Vel = 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3737.24, other_car_s : 3771.63
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.7866, sensor_car_s_speed * 0.7 : 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.6666, Point acc = -5.07809, Ref Vel = 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3737.24, other_car_s : 3771.63
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.7866, sensor_car_s_speed * 0.7 : 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5631, Point acc = -4.98868, Ref Vel = 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3737.24, other_car_s : 3771.63
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.7866, sensor_car_s_speed * 0.7 : 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4613, Point acc = -4.90081, Ref Vel = 11.7866
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.8792, Point acc = -5.18934, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.8428, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.7735, Point acc = -5.09716, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.8428, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.6695, Point acc = -5.00783, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.8428, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5674, Point acc = -4.92006, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.8428, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.467, Point acc = -4.8338, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3739.46, other_car_s : 3773.66
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.8428, sensor_car_s_speed * 0.7 : 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3683, Point acc = -4.74902, Ref Vel = 11.8428
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3741.26, other_car_s : 3775.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.6695, Point acc = -5.29716, Ref Vel = 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3741.26, other_car_s : 3775.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.3467, sensor_car_s_speed * 0.7 : 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5616, Point acc = -5.49716, Ref Vel = 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3741.26, other_car_s : 3775.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.3467, sensor_car_s_speed * 0.7 : 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4496, Point acc = -5.47724, Ref Vel = 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3741.26, other_car_s : 3775.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.3467, sensor_car_s_speed * 0.7 : 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3381, Point acc = -5.37858, Ref Vel = 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3741.26, other_car_s : 3775.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 11.3467, sensor_car_s_speed * 0.7 : 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.2285, Point acc = -5.28027, Ref Vel = 11.3467
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.7735, Point acc = -5.38934, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5742, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.6637, Point acc = -5.58934, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5742, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5499, Point acc = -5.78934, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5742, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4321, Point acc = -5.98934, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5742, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3103, Point acc = -6.18934, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3743.43, other_car_s : 3777.18
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.5742, sensor_car_s_speed * 0.7 : 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.1845, Point acc = -6.37029, Ref Vel = 10.5742
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3745.23, other_car_s : 3778.64
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5499, Point acc = -5.78934, Ref Vel = 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3745.23, other_car_s : 3778.64
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.94736, sensor_car_s_speed * 0.7 : 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4321, Point acc = -5.98934, Ref Vel = 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3745.23, other_car_s : 3778.64
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.94736, sensor_car_s_speed * 0.7 : 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3103, Point acc = -6.18934, Ref Vel = 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3745.23, other_car_s : 3778.64
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.94736, sensor_car_s_speed * 0.7 : 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.1845, Point acc = -6.38934, Ref Vel = 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3745.23, other_car_s : 3778.64
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.94736, sensor_car_s_speed * 0.7 : 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.0547, Point acc = -6.58934, Ref Vel = 9.94736
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.6637, Point acc = -5.58934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.86755, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5499, Point acc = -5.78934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.86755, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4321, Point acc = -5.98934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.86755, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3103, Point acc = -6.18934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.86755, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.1845, Point acc = -6.38934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3747.36, other_car_s : 3780.32
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 9.86755, sensor_car_s_speed * 0.7 : 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.0547, Point acc = -6.58934, Ref Vel = 9.86755
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 4, Avg speed17.8806, Time in state : 15, Current Lane : 0, Target Lane : 1
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3749.12, other_car_s : 3781.74
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4321, Point acc = -5.98934, Ref Vel = 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3749.12, other_car_s : 3781.74
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.0208, sensor_car_s_speed * 0.7 : 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3103, Point acc = -6.18934, Ref Vel = 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3749.12, other_car_s : 3781.74
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.0208, sensor_car_s_speed * 0.7 : 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.1845, Point acc = -6.38934, Ref Vel = 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3749.12, other_car_s : 3781.74
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.0208, sensor_car_s_speed * 0.7 : 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.0547, Point acc = -6.58934, Ref Vel = 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3749.12, other_car_s : 3781.74
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.0208, sensor_car_s_speed * 0.7 : 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 16.9209, Point acc = -6.78934, Ref Vel = 10.0208
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 21.7778, sensor_car_s_speed * 0.7 : 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.5499, Point acc = -5.78934, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.1943, sensor_car_s_speed * 0.7 : 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.4321, Point acc = -5.98934, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.1943, sensor_car_s_speed * 0.7 : 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.3103, Point acc = -6.18934, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.1943, sensor_car_s_speed * 0.7 : 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.1845, Point acc = -6.38934, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.1943, sensor_car_s_speed * 0.7 : 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 17.0547, Point acc = -6.58934, Ref Vel = 10.1943
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:230 == !!!!! In Danger Zone : car_s : 3751.24, other_car_s : 3783.48
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:231 == Original Ref Vel : 10.1943, sensor_car_s_speed * 0.7 : 10.1943
